ID Sprzedawcy, Imie sprzedawcy, Nazwisko Sprzedawcy, Pensja, Data zatrudnienia, Pesel, Oddzial, Stanowisko, Kraj, Region, Miasto, Procent znizki, Data urodzenia, Numer identyfikacyjny, Plec
426,Franciszka,Jopek,4095.78,2014-10-22,18493494387,ODDZ__038,Sprzedawca,Polska,Mazury,CITY,52,1982-02-01,8HpU7FxO5,K
427,Klarysa,Kiepski,2117.67,2011-02-20,11583796285,ODDZ__051,Mlodszy sprzedawca,Polska,Pomorze,CITY,60,1970-03-04,eVRqu0MyJ,K
428,Urban,Kiepski,8201.93,2005-09-05,17143061613,ODDZ__075,Sprzedawca,Polska,Mazury,CITY,56,1979-09-17,2YJFx8DR3,M
429,Kallina,Krawczyk,2568.62,2014-01-07,93926106614,ODDZ__09,Mlodszy sprzedawca,Polska,Mazury,CITY,47,1976-11-30,KNjt3VuE5,K
430,Unisław,Nowak,7257.26,2005-10-23,37828414918,ODDZ__081,Mlodszy sprzedawca,Francja,Akwitania,CITY,35,1981-01-09,YPcIwvGiY,M
431,Aga,Krawczyk,8758.43,2005-03-07,61357412751,ODDZ__030,Mlodszy sprzedawca,Polska,Pomorze,CITY,55,1985-12-20,Si1ujxK3n,K
432,Hugo,Kowalski,2831.73,2009-08-03,24388130411,ODDZ__011,Mlodszy sprzedawca,Polska,Pomorze,CITY,23,1986-07-12,d7QcysixN,M
433,Konstancja,Kiepski,6760.28,2014-04-18,87588891503,ODDZ__068,Glowny sprzedawca,Hiszpania,Barcelona,CITY,46,1994-01-10,mCOx5ww4n,K
434,Jarosław,Nowak,7745.02,2016-10-30,27802331886,ODDZ__070,Sprzedawca,Hiszpania,Barcelona,CITY,27,1977-05-15,BWwUNObD3,M
435,Witomysł,Jopek,8858.65,2012-04-15,47119058420,ODDZ__042,Sprzedawca,Hiszpania,Murcja,CITY,25,1988-04-23,tnpg0vhrx,M
436,Zofia,Kowalski,2687.24,2015-09-01,66428709328,ODDZ__047,Mlodszy sprzedawca,Francja,Owernia,CITY,28,1986-11-29,PpuhENFmc,K
437,Roland,Krawczyk,6357.34,2014-09-23,96404972353,ODDZ__076,Glowny sprzedawca,Francja,Akwitania,CITY,9,1974-04-09,3cNVTTDIG,M
438,Ramona,Jopek,3877.07,2000-02-22,04969939581,ODDZ__075,Glowny sprzedawca,Francja,Akwitania,CITY,11,1987-08-24,KW6CFPHk7,K
439,Petronia,Kiepski,5461.94,2003-04-09,31315158227,ODDZ__025,Sprzedawca,Hiszpania,Kantabria,CITY,40,1986-09-29,hS5vOKrV3,K
440,Bożena,Krawczyk,6840.82,2002-01-19,02649994733,ODDZ__037,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,22,1989-01-17,Rs1wbQHDh,K
441,Fryderyk,Krawczyk,8832.73,2004-11-24,22301227819,ODDZ__024,Mlodszy sprzedawca,Polska,Bieszczady,CITY,41,1983-03-05,x8NyHrBrn,M
442,Godzimir,Krawczyk,8788.34,2001-08-24,34671719654,ODDZ__064,Glowny sprzedawca,Francja,Akwitania,CITY,28,1984-08-06,pRe8ii2KT,M
443,Karol Boromeusz,Kiepski,1615.40,2004-09-21,32832389671,ODDZ__039,Sprzedawca,Polska,Tatry,CITY,32,1991-07-05,me6pxTCK8,M
444,Aurelian,Kowalski,3485.90,2008-11-04,66231463341,ODDZ__027,Sprzedawca,Polska,Mazury,CITY,51,1982-09-02,KdeVtX7Ku,M
445,Ramona,Kowalski,6753.50,2003-04-12,52771683778,ODDZ__040,Glowny sprzedawca,Francja,Akwitania,CITY,52,1990-04-20,wB72osut1,K
446,Wincenty,Jopek,9656.71,2008-01-28,55585634615,ODDZ__062,Sprzedawca,Francja,Owernia,CITY,36,1989-11-15,6KDqQ5ckk,M
447,Renata,Nowak,4676.63,2012-05-12,41524852979,ODDZ__061,Glowny sprzedawca,Polska,Mazury,CITY,15,1981-12-05,pFGMSLbQR,K
448,Suliwoj,Jopek,4535.31,2003-04-27,94357932878,ODDZ__081,Glowny sprzedawca,Polska,Tatry,CITY,54,1994-12-20,FsKsmwmoL,M
449,Marcin,Nowak,5612.94,2016-09-24,50183909404,ODDZ__076,Glowny sprzedawca,Polska,Bieszczady,CITY,17,1972-10-05,G3snP6T6L,M
450,Konstancjusz,Kowalski,6952.20,2000-07-02,81813512913,ODDZ__015,Sprzedawca,Polska,Bieszczady,CITY,29,1981-05-06,fhhCfuv4H,M
451,Irena,Krawczyk,8371.77,2013-03-22,31889512965,ODDZ__064,Sprzedawca,Francja,Akwitania,CITY,58,1977-06-07,p0jo8mGLW,K
452,Igor,Kiepski,2285.01,2007-06-05,75019786006,ODDZ__01,Glowny sprzedawca,Hiszpania,Nawarra,CITY,57,1996-10-17,S3Fhw7bYJ,M
453,Ezechiel,Nowak,3635.82,2011-11-05,19443773469,ODDZ__011,Mlodszy sprzedawca,Polska,Pomorze,CITY,22,1991-04-21,jSHqwQEsP,M
454,Uniewit,Kowalski,4532.15,2010-08-20,53365968044,ODDZ__070,Sprzedawca,Francja,Burgundia,CITY,28,1982-11-17,QS6BhIuBo,M
455,Częstowoj,Nowak,9927.08,2000-03-06,19685847551,ODDZ__073,Sprzedawca,Francja,Burgundia,CITY,1,1971-03-03,IBBr6YlO7,M
456,Wawrzyn,Kiepski,2763.98,2011-01-27,93103045250,ODDZ__052,Glowny sprzedawca,Hiszpania,Kantabria,CITY,42,1986-03-23,n7rK8FCEf,M
457,Chwalimir,Kowalski,5380.26,2015-05-09,50465336091,ODDZ__026,Mlodszy sprzedawca,Hiszpania,Barcelona,CITY,44,1977-04-02,eRYBrtT2Q,M
458,Glikeria,Kiepski,2417.98,2003-01-07,72963159078,ODDZ__081,Glowny sprzedawca,Francja,Akwitania,CITY,24,1972-02-20,uVUkt5jPc,K
459,Trzebomysł,Nowak,2909.02,2016-01-25,79916371448,ODDZ__032,Mlodszy sprzedawca,Francja,Akwitania,CITY,6,1998-02-03,Thh8hCkWU,M
460,Probus,Kowalski,2808.46,2010-10-27,34055868019,ODDZ__020,Mlodszy sprzedawca,Francja,Burgundia,CITY,12,1996-09-11,UWKwBJdL7,M
461,Kir,Jopek,1998.48,2016-07-28,23583120082,ODDZ__064,Sprzedawca,Francja,Owernia,CITY,1,1993-08-21,QsJu3xLQO,M
462,Bolesław,Krawczyk,4552.96,2012-12-12,40910416144,ODDZ__086,Mlodszy sprzedawca,Francja,Owernia,CITY,50,1974-07-29,Uv1vOEMCe,M
463,Bożeciech,Jopek,1876.78,2017-03-19,99859020824,ODDZ__094,Sprzedawca,Polska,Bieszczady,CITY,39,1971-11-02,4wso1OrjH,M
464,Regina,Jopek,4602.23,2005-06-01,68115688933,ODDZ__069,Glowny sprzedawca,Polska,Mazury,CITY,38,1987-08-16,I32FWNFiB,K
465,Dobrawa,Krawczyk,2837.46,2010-11-11,86902362657,ODDZ__068,Sprzedawca,Polska,Pomorze,CITY,44,1970-01-02,PQIq66l5V,K
466,Wolfgang,Krawczyk,7524.67,2012-07-24,77623270885,ODDZ__061,Mlodszy sprzedawca,Polska,Pomorze,CITY,37,1980-03-05,fV3iqe75m,M
467,Tyberiusz,Jopek,7448.87,2005-12-27,64554298070,ODDZ__09,Mlodszy sprzedawca,Francja,Burgundia,CITY,34,1988-08-15,rsjrjGTs8,M
468,Miromir,Kowalski,7430.05,2005-11-20,45769997392,ODDZ__046,Sprzedawca,Francja,Burgundia,CITY,57,1996-05-26,PMbRCqTYQ,M
469,Beatus,Jopek,3714.87,2015-03-06,66543428847,ODDZ__048,Glowny sprzedawca,Francja,Owernia,CITY,22,1998-05-25,YQih25g1v,M
470,Radomiła,Jopek,4796.67,2002-10-13,77014180469,ODDZ__018,Glowny sprzedawca,Francja,Burgundia,CITY,30,1995-04-30,tb24rVgj6,K
471,Kesja,Kiepski,8477.86,2012-10-10,77065464110,ODDZ__069,Glowny sprzedawca,Polska,Tatry,CITY,57,1972-04-19,cMQCmLBOb,K
472,Ignacja,Jopek,6664.49,2017-03-11,90994085634,ODDZ__075,Glowny sprzedawca,Francja,Burgundia,CITY,55,1995-06-12,RqTS5uof6,K
473,Sulimir,Jopek,4903.93,2003-07-09,85272858074,ODDZ__06,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,12,1997-07-08,qtsD4hxNq,M
474,Gniewosz,Krawczyk,9495.29,2013-07-06,89619280085,ODDZ__021,Mlodszy sprzedawca,Francja,Burgundia,CITY,37,1995-01-29,CwspdJYGc,M
475,Lewin,Krawczyk,4825.89,2006-01-11,84053808085,ODDZ__026,Mlodszy sprzedawca,Francja,Owernia,CITY,51,1989-07-28,v7pXBNnJ8,M
476,Mściwój,Kowalski,7862.26,2010-10-16,39939876100,ODDZ__034,Glowny sprzedawca,Hiszpania,Kantabria,CITY,34,1983-01-11,HDUwli7oD,M
477,Imisława,Kiepski,5201.57,2013-08-13,50969320389,ODDZ__099,Glowny sprzedawca,Hiszpania,Murcja,CITY,23,1979-03-27,enlSpE8VU,K
478,Świętomira,Kowalski,4245.78,2016-07-30,47288761623,ODDZ__059,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,57,1976-07-11,rc6NE2Bkk,K
479,Roma,Krawczyk,7078.66,2013-11-28,72140815544,ODDZ__050,Sprzedawca,Polska,Pomorze,CITY,5,1980-04-04,KjFbBuNlT,K
480,Marcelin,Jopek,1933.10,2001-11-27,58478044105,ODDZ__092,Mlodszy sprzedawca,Hiszpania,Kantabria,CITY,51,1993-11-17,idqQ4dNSv,M
481,Kallina,Jopek,4274.90,2014-06-03,97406973052,ODDZ__070,Glowny sprzedawca,Polska,Bieszczady,CITY,56,1998-04-14,Se7ObkTi0,K
482,Fryderyk,Nowak,3644.36,2002-08-26,04026496808,ODDZ__087,Glowny sprzedawca,Polska,Tatry,CITY,57,1986-05-14,FnQJQeoCb,M
483,Urszula,Kowalski,7917.86,2008-02-06,17382010835,ODDZ__045,Mlodszy sprzedawca,Francja,Akwitania,CITY,54,1996-01-24,GT6Jq7351,K
484,Biruta,Jopek,2906.21,2012-04-02,94449558045,ODDZ__071,Sprzedawca,Hiszpania,Murcja,CITY,11,1980-03-24,Vemgrh7NH,K
485,Eligia,Krawczyk,2775.28,2000-11-14,51762193387,ODDZ__079,Mlodszy sprzedawca,Polska,Bieszczady,CITY,29,1980-10-18,JDng0DTvt,K
486,Niemir,Kowalski,8910.67,2006-07-30,03473607949,ODDZ__088,Glowny sprzedawca,Hiszpania,Kantabria,CITY,50,1990-02-24,E5fvwsDbh,M
487,Lea,Nowak,4428.14,2005-05-17,37215807404,ODDZ__05,Glowny sprzedawca,Francja,Akwitania,CITY,35,1975-06-18,2Huv3Jn6O,K
488,Wiola,Nowak,6882.77,2009-07-28,56726323296,ODDZ__039,Sprzedawca,Hiszpania,Murcja,CITY,21,1988-08-11,YmnkCptgy,K
489,Alfreda,Jopek,6298.54,2000-06-12,38129672329,ODDZ__089,Glowny sprzedawca,Polska,Mazury,CITY,3,1993-09-30,5cR1gBlc0,K
490,Tomił,Nowak,2973.07,2004-11-13,02653904826,ODDZ__075,Sprzedawca,Hiszpania,Nawarra,CITY,24,1989-11-26,73PCYYfkf,M
491,Ludmiła,Krawczyk,2712.42,2007-12-21,45862608826,ODDZ__041,Mlodszy sprzedawca,Hiszpania,Kantabria,CITY,14,1992-01-25,Vm6nUB5wW,K
492,Demetriusz,Jopek,9975.29,2001-09-12,18733136301,ODDZ__054,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,60,1976-03-30,yESGpOnyD,M
493,Joachim,Jopek,3436.60,2017-08-25,82783977159,ODDZ__094,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,3,1974-06-28,DbmSL5sk4,M
494,Kanty,Krawczyk,6693.02,2010-02-01,07372947155,ODDZ__043,Glowny sprzedawca,Polska,Mazury,CITY,11,1984-03-22,PVSX0CeyO,M
495,Blandyn,Jopek,8298.15,2012-10-30,79925042729,ODDZ__020,Sprzedawca,Hiszpania,Nawarra,CITY,50,1991-02-05,TlVQumqRD,M
496,Budzisław,Jopek,5640.63,2009-08-18,04846120175,ODDZ__086,Sprzedawca,Hiszpania,Madryt,CITY,9,1988-01-25,xdovN2bsH,M
497,Bernardyn,Krawczyk,8948.18,2016-08-31,11849142248,ODDZ__067,Mlodszy sprzedawca,Francja,Akwitania,CITY,21,1981-07-05,GLOnMVDIT,M
498,Emanuel,Jopek,8526.37,2005-06-10,94461438727,ODDZ__071,Sprzedawca,Hiszpania,Murcja,CITY,34,1996-09-06,rjEnyL8FM,M
499,Wszegniew,Krawczyk,8682.78,2000-04-04,85945079729,ODDZ__033,Sprzedawca,Hiszpania,Barcelona,CITY,14,1993-07-01,kebWM2c6J,M
500,Gniewosz,Kiepski,8828.63,2013-08-04,60630245353,ODDZ__035,Glowny sprzedawca,Hiszpania,Asturia,CITY,57,1989-12-09,nto46uScW,M
501,Diomada,Kowalski,7201.57,2009-11-17,50754885920,ODDZ__091,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,26,1976-01-13,8JQy8kwth,K
502,Rudolfa,Jopek,7099.10,2011-03-19,77285344592,ODDZ__015,Sprzedawca,Hiszpania,Barcelona,CITY,46,1976-01-06,inmUeuTYX,K
503,Priam,Nowak,4313.26,2007-08-25,86931764882,ODDZ__034,Sprzedawca,Francja,Owernia,CITY,20,1986-03-31,iHnHGPiIJ,M
504,Bogurad,Krawczyk,9540.66,2004-07-23,45332269798,ODDZ__055,Glowny sprzedawca,Francja,Owernia,CITY,16,1970-06-21,devvW0SqN,M
505,Porfirion,Nowak,3335.34,2010-06-30,84109668732,ODDZ__039,Mlodszy sprzedawca,Francja,Owernia,CITY,35,1970-06-26,2FrukFs5Y,M
506,Więcerad,Jopek,6654.70,2006-10-13,38742843650,ODDZ__076,Sprzedawca,Polska,Tatry,CITY,17,1992-01-01,4VG4tneub,M
507,Dyzma,Jopek,5962.55,2004-08-31,23888330385,ODDZ__086,Sprzedawca,Hiszpania,Barcelona,CITY,2,1978-07-09,FO2bGkFEy,K
508,Symforiana,Kowalski,7257.03,2000-03-02,58003390883,ODDZ__019,Sprzedawca,Francja,Akwitania,CITY,25,1982-11-16,6Pf5nwDCg,K
509,Konstanty,Nowak,3142.55,2009-11-25,42450051947,ODDZ__036,Sprzedawca,Polska,Mazury,CITY,52,1993-07-09,XdMu8cq3h,M
510,Samuela,Jopek,3212.63,2004-09-24,42070869800,ODDZ__027,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,17,1977-08-25,sQvnVh2T0,K
511,Jagna,Kowalski,5192.13,2007-08-14,55051685938,ODDZ__04,Sprzedawca,Francja,Akwitania,CITY,43,1981-03-07,Jyhvc5bFL,K
512,Adaukt,Kiepski,9931.08,2003-12-27,21339790394,ODDZ__093,Sprzedawca,Hiszpania,Asturia,CITY,7,1992-08-15,N1qV4WW6O,M
513,Witolda,Kiepski,8672.40,2011-12-22,59053090459,ODDZ__042,Glowny sprzedawca,Hiszpania,Murcja,CITY,55,1983-02-17,lcUypSfG8,K
514,Iwon,Krawczyk,2914.97,2012-10-09,23558157097,ODDZ__099,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,14,1992-02-15,t56UwTyXM,M
515,Laurencja,Kiepski,4653.12,2011-03-26,43501883646,ODDZ__076,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,11,1977-04-19,pHjE60mEd,K
516,Saul,Kowalski,8651.58,2009-11-04,54608068606,ODDZ__062,Sprzedawca,Hiszpania,Madryt,CITY,19,1972-10-28,3K0yxHR6w,M
517,Karola,Krawczyk,8724.50,2003-08-29,37309188487,ODDZ__012,Mlodszy sprzedawca,Francja,Akwitania,CITY,4,1991-08-13,CHE7XfPyD,K
518,Ignacja,Kowalski,7173.17,2009-09-08,89563059607,ODDZ__045,Mlodszy sprzedawca,Hiszpania,Kantabria,CITY,22,1975-10-18,Tecbp3K6O,K
519,Abdiasz,Nowak,5059.45,2009-09-29,84702247308,ODDZ__022,Sprzedawca,Polska,Mazury,CITY,41,1970-05-11,Fg3RxiBc5,M
520,Ruta,Kiepski,4189.93,2011-03-28,33073483812,ODDZ__075,Glowny sprzedawca,Polska,Bieszczady,CITY,10,1982-08-12,IwI1NjyHm,K
521,Lucjusz,Jopek,3897.00,2012-07-16,42454437684,ODDZ__063,Mlodszy sprzedawca,Francja,Burgundia,CITY,48,1990-03-25,vDRCkbM1c,M
522,Kasper,Kiepski,1732.14,2007-06-08,47032864369,ODDZ__081,Sprzedawca,Francja,Burgundia,CITY,26,1995-11-13,nWxmFGhco,M
523,Frydolin,Kiepski,5851.01,2007-08-01,71686526512,ODDZ__020,Mlodszy sprzedawca,Polska,Bieszczady,CITY,12,1985-11-06,FyTIsMYqj,M
524,Bolemysł,Jopek,7350.87,2011-01-03,39777038543,ODDZ__06,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,17,1974-03-25,oUKYK7Eve,M
525,Domisława,Nowak,7156.12,2014-01-14,04982500324,ODDZ__062,Sprzedawca,Hiszpania,Barcelona,CITY,13,1994-04-24,bMNnf3NXL,K
526,Hegezyp,Krawczyk,6680.03,2002-07-09,23143997101,ODDZ__031,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,16,1988-11-03,bYqr1bk68,M
527,Zbigniewa,Jopek,3941.73,2012-11-23,32177788455,ODDZ__022,Glowny sprzedawca,Francja,Owernia,CITY,40,1992-02-12,6FNSTNbHk,K
528,Siemirad,Jopek,2073.52,2014-10-19,51628703163,ODDZ__019,Glowny sprzedawca,Hiszpania,Madryt,CITY,53,1985-09-20,JOw3yLhCY,M
529,Selma,Kiepski,9080.38,2000-12-16,58061577925,ODDZ__053,Glowny sprzedawca,Hiszpania,Nawarra,CITY,28,1987-10-30,oVdBJq1mT,K
530,Święcimir,Kiepski,2369.49,2015-10-07,78503570643,ODDZ__028,Glowny sprzedawca,Hiszpania,Kantabria,CITY,34,1994-02-01,QdgyuGEoS,M
531,Mauryn,Nowak,3146.86,2008-12-20,86935275011,ODDZ__057,Mlodszy sprzedawca,Polska,Bieszczady,CITY,39,1973-01-16,cWGIkS1qc,M
532,Radowid,Jopek,9026.57,2016-10-22,83761590837,ODDZ__061,Sprzedawca,Polska,Pomorze,CITY,4,1996-03-05,VwbCPL5Bu,M
533,Emilian,Nowak,4152.07,2017-04-21,60116519611,ODDZ__092,Mlodszy sprzedawca,Francja,Owernia,CITY,9,1975-09-17,sOKucJQXK,M
534,Dalemir,Krawczyk,3819.23,2004-07-17,22784288075,ODDZ__057,Mlodszy sprzedawca,Hiszpania,Barcelona,CITY,60,1981-11-08,bG85hCVsn,M
535,Selma,Jopek,6480.26,2001-07-12,81319040085,ODDZ__095,Glowny sprzedawca,Polska,Bieszczady,CITY,33,1989-01-17,Tsy0BVitD,K
536,Cezariusz,Jopek,1905.78,2010-01-16,76558767805,ODDZ__024,Glowny sprzedawca,Hiszpania,Asturia,CITY,57,1988-11-08,80wg5G030,M
537,Tymoteusz,Nowak,9260.41,2009-10-26,42458874392,ODDZ__010,Glowny sprzedawca,Francja,Akwitania,CITY,3,1980-10-05,TfoHYLukr,M
538,Świeciech,Jopek,6724.57,2001-09-15,19210319901,ODDZ__072,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,11,1972-03-07,q4YrXHtn2,M
539,Marian,Nowak,2897.75,2007-12-02,64019181044,ODDZ__099,Mlodszy sprzedawca,Francja,Akwitania,CITY,19,1996-11-28,OrRFUGGYy,M
540,Epifania,Nowak,6263.40,2012-06-16,02865808584,ODDZ__082,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,35,1980-12-09,pwNY2Ty7Q,K
541,Konstantyn,Krawczyk,2963.77,2016-09-13,61518815472,ODDZ__088,Sprzedawca,Francja,Burgundia,CITY,46,1984-01-02,sO7gFPJTh,M
542,Miron,Jopek,4489.81,2013-10-02,07637079970,ODDZ__04,Sprzedawca,Francja,Owernia,CITY,36,1989-07-27,jVQ4hbsXc,M
543,Torpet,Krawczyk,6791.63,2007-03-17,58832513007,ODDZ__095,Sprzedawca,Hiszpania,Nawarra,CITY,30,1995-04-05,QnUcBoSQG,M
544,Kanty,Kowalski,2782.22,2017-07-30,04405241478,ODDZ__044,Mlodszy sprzedawca,Francja,Owernia,CITY,10,1984-08-21,flUuvshXo,M
545,Prosper,Jopek,3823.59,2016-08-20,75116346396,ODDZ__081,Mlodszy sprzedawca,Polska,Bieszczady,CITY,52,1996-06-08,xVpEEnsmk,M
546,Tolisław,Nowak,5345.35,2010-02-03,87309201887,ODDZ__055,Glowny sprzedawca,Francja,Owernia,CITY,20,1998-11-08,ngIpDGKQw,M
547,Swietłana,Jopek,6307.89,2005-06-24,43695071446,ODDZ__034,Mlodszy sprzedawca,Francja,Akwitania,CITY,29,1981-04-16,1Vy1UiDj7,K
548,Sędzisław,Jopek,7415.88,2012-08-14,63836444535,ODDZ__083,Sprzedawca,Polska,Mazury,CITY,52,1982-06-05,WSXho0CPX,M
549,Duszan,Jopek,2686.99,2012-02-24,49665515655,ODDZ__077,Mlodszy sprzedawca,Polska,Pomorze,CITY,50,1975-09-28,s76Y1Il8s,M
550,Natalis,Kiepski,6478.63,2006-05-06,80151722350,ODDZ__06,Sprzedawca,Hiszpania,Murcja,CITY,41,1998-05-15,M6YG5P2Tm,M
551,Nieznamir,Kowalski,8100.88,2004-04-20,89379114094,ODDZ__084,Glowny sprzedawca,Francja,Owernia,CITY,33,1974-02-05,UVBexwGoV,M
552,Wszemiła,Nowak,3701.81,2005-09-22,75581442909,ODDZ__017,Sprzedawca,Hiszpania,Asturia,CITY,10,1976-03-06,iK0oe2LYi,K
553,Lesław,Kowalski,9477.39,2015-12-02,41956264876,ODDZ__011,Sprzedawca,Francja,Owernia,CITY,24,1995-06-02,MofriHNp4,M
554,Dzierżymir,Jopek,7623.73,2014-01-14,43576392632,ODDZ__022,Mlodszy sprzedawca,Hiszpania,Barcelona,CITY,6,1982-05-29,ndBL2ohXv,M
555,Ksawery,Nowak,5429.24,2007-01-19,56683153539,ODDZ__019,Sprzedawca,Francja,Burgundia,CITY,28,1989-04-17,yIJEcR8it,M
556,Huberta,Kowalski,7447.94,2017-07-13,43137661855,ODDZ__095,Glowny sprzedawca,Francja,Akwitania,CITY,45,1998-09-08,Luq8vh2tD,K
557,Lewin,Kowalski,1719.39,2000-04-18,99671518726,ODDZ__017,Sprzedawca,Polska,Pomorze,CITY,38,1972-11-11,YEGcWpFrG,M
558,Roderyk,Nowak,7439.09,2003-07-01,31688428161,ODDZ__084,Sprzedawca,Francja,Akwitania,CITY,5,1972-08-27,0ebknEuqB,M
559,Aurora,Krawczyk,3515.55,2000-01-19,21067557440,ODDZ__093,Glowny sprzedawca,Hiszpania,Murcja,CITY,39,1984-01-28,B0oFwDHlf,K
560,Radosława,Jopek,2025.64,2014-06-23,90499772514,ODDZ__047,Mlodszy sprzedawca,Francja,Akwitania,CITY,28,1994-10-25,0NnTbBeBs,K
561,Scholastyka,Krawczyk,5340.09,2007-08-17,84863410014,ODDZ__09,Glowny sprzedawca,Francja,Burgundia,CITY,9,1991-05-15,QO6D8GKqJ,K
562,Eulalia,Nowak,7982.00,2001-01-01,51220041524,ODDZ__058,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,26,1971-10-11,QsT041Y0j,K
563,Ernestyn,Nowak,4056.87,2005-03-19,79606223212,ODDZ__046,Mlodszy sprzedawca,Polska,Pomorze,CITY,20,1988-12-02,b0I6rB0Pl,M
564,Flawian,Nowak,8215.38,2006-07-02,03680036964,ODDZ__029,Glowny sprzedawca,Hiszpania,Nawarra,CITY,59,1983-01-16,NKsSBsR1h,M
565,Hiacynta,Jopek,5205.31,2007-01-02,49157419084,ODDZ__028,Sprzedawca,Francja,Owernia,CITY,44,1980-06-21,WWrqmmrhK,K
566,Przemysław,Kiepski,4478.91,2011-06-09,62511095740,ODDZ__022,Mlodszy sprzedawca,Francja,Burgundia,CITY,40,1984-06-18,Mnf4Hm74R,M
567,Lubosza,Jopek,4987.04,2016-12-22,17466765196,ODDZ__09,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,52,1989-02-03,1mve0nNRD,K
568,Sulimierz,Krawczyk,8828.69,2016-10-29,61168990097,ODDZ__087,Mlodszy sprzedawca,Francja,Owernia,CITY,13,1982-05-15,INiMESMxQ,M
569,Rafaela,Jopek,8477.25,2012-11-14,05855036653,ODDZ__088,Glowny sprzedawca,Hiszpania,Madryt,CITY,30,1998-01-14,flSqc5itN,K
570,Renat,Kiepski,1859.61,2004-12-29,12008911468,ODDZ__023,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,21,1995-10-20,OVhiPMN4D,M
571,Malwin,Kowalski,1773.81,2013-08-27,24722139929,ODDZ__036,Glowny sprzedawca,Hiszpania,Madryt,CITY,36,1995-06-06,tBDxp4K4R,M
572,Rozanna,Nowak,5816.43,2005-12-17,38933283691,ODDZ__042,Mlodszy sprzedawca,Francja,Owernia,CITY,29,1997-08-20,sOdfcGmLI,K
573,Pompejusz,Kowalski,7298.36,2001-04-10,38045259635,ODDZ__046,Mlodszy sprzedawca,Francja,Akwitania,CITY,51,1983-09-27,WfcfHVMXc,M
574,Kastor,Krawczyk,2172.65,2005-04-07,45232138186,ODDZ__020,Sprzedawca,Hiszpania,Barcelona,CITY,29,1974-01-08,hIIQW7KWG,M
575,Edgar,Nowak,7628.33,2000-12-13,47713453870,ODDZ__018,Sprzedawca,Polska,Pomorze,CITY,25,1992-04-22,t0TyLdxdo,M
576,Parys,Jopek,4338.05,2010-06-01,16240993195,ODDZ__088,Glowny sprzedawca,Francja,Burgundia,CITY,24,1974-07-29,XjRRPeNDR,M
577,Strzeżywoj,Kowalski,7189.10,2012-09-18,70001365117,ODDZ__022,Mlodszy sprzedawca,Polska,Bieszczady,CITY,35,1990-11-21,rj7crH3HT,M
578,Błażej,Krawczyk,5735.40,2006-03-14,88369396269,ODDZ__034,Mlodszy sprzedawca,Polska,Mazury,CITY,51,1987-09-12,Lyprj4InW,M
579,Bartosz,Krawczyk,9532.38,2016-08-19,93846089805,ODDZ__058,Mlodszy sprzedawca,Francja,Akwitania,CITY,4,1995-07-03,d6kdlWpwo,M
580,Ninogniew,Kowalski,4947.77,2001-02-25,03022209055,ODDZ__02,Glowny sprzedawca,Polska,Tatry,CITY,42,1978-03-15,1yP5U2h54,M
581,Rufus,Krawczyk,4693.84,2017-04-24,81272180638,ODDZ__088,Glowny sprzedawca,Polska,Tatry,CITY,38,1972-10-31,p2DvFIC5N,M
582,Konradyn,Kowalski,5361.96,2013-04-12,93728576676,ODDZ__063,Mlodszy sprzedawca,Hiszpania,Madryt,CITY,57,1981-08-24,0PUYx37Yb,M
583,Teobald,Kiepski,4702.20,2015-05-23,68754050356,ODDZ__042,Glowny sprzedawca,Hiszpania,Nawarra,CITY,36,1988-06-11,sBE5Rln08,M
584,Job,Krawczyk,3004.98,2008-10-06,44975816353,ODDZ__033,Mlodszy sprzedawca,Hiszpania,Asturia,CITY,13,1995-12-09,yFTrje47F,M
585,Jakobina,Jopek,4119.24,2005-03-01,91452615639,ODDZ__079,Glowny sprzedawca,Francja,Akwitania,CITY,38,1990-05-04,QYgJxh8Ow,K
586,Benicjusz,Kiepski,3207.36,2014-07-31,41674698022,ODDZ__031,Sprzedawca,Francja,Burgundia,CITY,23,1993-05-19,MMuqHD7b0,M
587,Serafina,Krawczyk,3846.83,2015-04-29,78142470658,ODDZ__094,Sprzedawca,Francja,Burgundia,CITY,58,1976-09-21,013kV3jI3,K
588,Sylwiusz,Jopek,6653.82,2004-11-30,26863075171,ODDZ__066,Mlodszy sprzedawca,Hiszpania,Nawarra,CITY,44,1997-04-12,DgW6pKDm7,M
