ID, Nazwa hotelu, Imie wlasciciela, Nazwisko Wlasciciela, Data powstania, Liczba gwiazdek, Liczba personelu, Nazwisko opiekuna, Imie opiekuna, Data urodzenia opiekuna, Plec opiekuna, Oddzial, Stanowisko, Kraj, Region, Miasto, Pensja, Waluta, Data zatrudnienia
10027,Mercurial,"Emanuela",Krawczyk,1993-12-31,3,221,Jopek,"Paschalis",1988-06-17,"M",ODDZ_POL_008,Glowny opiekun,Polska,Mazury,CITY,8085.1650921400815,EUR,2000-12-11
10020,Sheraton,"Bogumiła",Kowalski,1978-09-14,4,105,Krawczyk,"Wolfgang",1993-11-11,"M",ODDZ_POL_007,Przewodnik,Polska,Bieszczady,CITY,3956.4628501557795,PLN,2004-08-06
10043,Plaza,"Benedykt",Kowalski,2000-02-22,5,216,Jopek,"Godfryd",1989-05-31,"M",ODDZ_POL_002,Przewodnik,Polska,Bieszczady,CITY,7824.621833911659,EUR,2005-11-07
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Jopek,"Huberta",1975-10-30,"K",ODDZ_HIS_007,Przewodnik,Hiszpania,Nawarra,CITY,4236.429211713844,USD,2011-09-26
10051,Mercurial,"Olaf",Kowalski,2005-12-11,4,115,Krawczyk,"Serwacy",1990-03-15,"M",ODDZ_FRA_005,Glowny opiekun,Francja,Owernia,CITY,6962.65077592817,USD,2005-10-23
10032,Mercurial,"Kordelia",Kiepski,1949-07-13,4,71,Kowalski,"Arleta",1988-01-11,"K",ODDZ_HIS_009,Opiekun,Hiszpania,Madryt,CITY,9483.856174996861,EUR,2007-03-07
10071,Mercurial,"Donata",Kiepski,1943-11-23,3,37,Kiepski,"Domisława",1975-07-17,"K",ODDZ_FRA_005,Opiekun,Francja,Burgundia,CITY,9449.202422254475,PLN,2011-08-02
10092,Sheraton,"Szczęsna",Kiepski,1998-10-20,4,114,Jopek,"Lew",1993-06-27,"M",ODDZ_POL_002,Opiekun,Polska,Bieszczady,CITY,2987.1167317416425,EUR,2005-02-02
10084,Mercurial,"Trzebisław",Nowak,1953-12-15,1,77,Krawczyk,"Olaf",1995-09-29,"M",ODDZ_HIS_008,Glowny opiekun,Hiszpania,Asturia,CITY,3856.1934891270366,EUR,2001-08-04
10034,Mercurial,"Sewer",Kowalski,1941-11-27,4,193,Kowalski,"Pius",1988-03-25,"M",ODDZ_POL_002,Glowny opiekun,Polska,Mazury,CITY,7028.426939062606,USD,2003-04-07
10092,Sheraton,"Szczęsna",Kiepski,1998-10-20,4,114,Krawczyk,"Sewera",1981-12-29,"K",ODDZ_POL_005,Przewodnik,Polska,Bieszczady,CITY,1823.6715532609464,PLN,2007-03-24
10045,Plaza,"Augustyn",Nowak,1946-12-22,1,204,Krawczyk,"Magdalena",1971-12-14,"K",ODDZ_POL_006,Glowny opiekun,Polska,Mazury,CITY,7888.797417739661,PLN,2000-08-03
10045,Plaza,"Augustyn",Nowak,1946-12-22,1,204,Jopek,"Wadim",1976-11-04,"M",ODDZ_POL_005,Opiekun,Polska,Mazury,CITY,5597.5714885123825,PLN,2000-06-12
10044,Mercurial,"Radek",Jopek,1997-11-25,1,135,Krawczyk,"Marian",1983-05-07,"M",ODDZ_FRA_007,Opiekun,Francja,Owernia,CITY,5859.382132205216,PLN,2004-01-13
10096,Mercurial,"Zenon",Kowalski,1983-10-19,5,183,Kowalski,"Gardenia",1986-10-12,"K",ODDZ_POL_008,Glowny opiekun,Polska,Pomorze,CITY,6067.525688981996,USD,2012-05-25
10017,Mercurial,"Angel",Jopek,1980-04-01,4,132,Krawczyk,"Aurora",1986-12-17,"K",ODDZ_FRA_008,Przewodnik,Francja,Akwitania,CITY,5931.440154725114,USD,2011-11-14
10046,Sheraton,"Wiaczesław",Nowak,2003-08-31,2,84,Nowak,"Paula",1983-12-22,"K",ODDZ_POL_007,Opiekun,Polska,Tatry,CITY,6223.575384984279,USD,2000-06-05
10094,Plaza,"Jozue",Kowalski,1931-05-19,4,137,Kowalski,"Manuela",1994-09-23,"K",ODDZ_HIS_007,Glowny opiekun,Hiszpania,Kantabria,CITY,8117.180173796986,USD,2002-11-17
10011,Mercurial,"Wiesława",Krawczyk,2004-12-26,5,128,Jopek,"Gracjan",1979-03-01,"M",ODDZ_POL_009,Przewodnik,Polska,Tatry,CITY,7263.632175461392,EUR,2014-04-27
10055,Plaza,"Grzymisław",Jopek,1991-05-12,4,72,Jopek,"Radogost",1986-07-20,"M",ODDZ_FRA_002,Przewodnik,Francja,Burgundia,CITY,3026.512277943819,EUR,2004-05-16
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Nowak,"Wszebora",1985-03-07,"K",ODDZ_HIS_002,Glowny opiekun,Hiszpania,Nawarra,CITY,5315.833982906577,EUR,2010-06-10
10012,Mercurial,"Sandra",Nowak,1945-10-21,5,64,Krawczyk,"Alan",1983-06-22,"M",ODDZ_FRA_007,Glowny opiekun,Francja,Akwitania,CITY,9841.090900729196,PLN,2003-10-10
10074,Plaza,"Wincentyna",Kiepski,2009-02-07,1,121,Kiepski,"Lilla",1998-02-05,"K",ODDZ_HIS_009,Glowny opiekun,Hiszpania,Barcelona,CITY,2427.6996301119243,USD,2012-05-01
10010,Plaza,"Bożysława",Kiepski,1980-10-24,4,192,Nowak,"Patrycjusz",1983-11-13,"M",ODDZ_POL_001,Przewodnik,Polska,Tatry,CITY,2190.5181571119833,PLN,2010-11-19
10008,Plaza,"Jaczewoj",Jopek,1953-10-29,1,111,Jopek,"Narcyza",1983-01-19,"K",ODDZ_POL_006,Glowny opiekun,Polska,Bieszczady,CITY,8101.030808413449,USD,2013-04-20
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Nowak,"Włościbor",1997-05-11,"M",ODDZ_HIS_004,Przewodnik,Hiszpania,Nawarra,CITY,3100.6698715215716,EUR,2017-08-11
10030,Plaza,"Placydia",Kiepski,1960-01-30,5,176,Krawczyk,"Hubert",1984-09-05,"M",ODDZ_FRA_005,Opiekun,Francja,Burgundia,CITY,6478.440275117633,EUR,2014-09-07
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Krawczyk,"Marta",1991-01-31,"K",ODDZ_HIS_009,Opiekun,Hiszpania,Nawarra,CITY,1768.7340450535812,USD,2017-07-27
10036,Sheraton,"Mieczysław",Jopek,1937-03-15,2,168,Kowalski,"Wiola",1975-05-08,"K",ODDZ_POL_009,Przewodnik,Polska,Bieszczady,CITY,6134.752933133638,USD,2011-01-31
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Jopek,"Arnold",1974-05-17,"M",ODDZ_FRA_004,Opiekun,Francja,Burgundia,CITY,4666.847105976852,USD,2011-03-14
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Kiepski,"Sulisław",1979-07-18,"M",ODDZ_HIS_002,Opiekun,Hiszpania,Barcelona,CITY,8311.449213511478,USD,2014-08-08
10020,Sheraton,"Bogumiła",Kowalski,1978-09-14,4,105,Krawczyk,"Budzisz",1984-12-11,"M",ODDZ_POL_004,Glowny opiekun,Polska,Bieszczady,CITY,5423.130931186015,USD,2016-04-04
10063,Plaza,"Hermenegild",Kiepski,1979-09-08,1,124,Jopek,"Eutropiusz",1995-07-17,"M",ODDZ_FRA_008,Opiekun,Francja,Owernia,CITY,9334.354712107364,USD,2006-10-05
10095,Mercurial,"Arletta",Krawczyk,1976-08-28,3,203,Krawczyk,"Kanizjusz",1990-12-19,"M",ODDZ_POL_008,Glowny opiekun,Polska,Pomorze,CITY,6675.637651558117,EUR,2017-07-24
10004,Sheraton,"Patrycja",Jopek,1952-02-04,3,216,Kiepski,"Marcjal",1975-02-09,"M",ODDZ_HIS_002,Przewodnik,Hiszpania,Madryt,CITY,2946.0993656010787,USD,2012-04-26
10072,Mercurial,"Remigiusz",Krawczyk,1949-01-04,3,72,Kowalski,"Sylwia",1998-04-14,"K",ODDZ_HIS_009,Glowny opiekun,Hiszpania,Murcja,CITY,5414.974438881601,EUR,2005-04-08
10051,Mercurial,"Olaf",Kowalski,2005-12-11,4,115,Nowak,"Zenobia",1998-04-18,"K",ODDZ_FRA_003,Glowny opiekun,Francja,Owernia,CITY,5484.938740290454,USD,2007-11-28
10017,Mercurial,"Angel",Jopek,1980-04-01,4,132,Jopek,"Myślimir",1996-04-25,"M",ODDZ_FRA_005,Glowny opiekun,Francja,Akwitania,CITY,3452.317141867311,EUR,2004-05-30
10068,Plaza,"Gallina",Krawczyk,1968-06-03,2,154,Krawczyk,"Ada",1981-03-20,"K",ODDZ_FRA_006,Glowny opiekun,Francja,Owernia,CITY,8533.42769101539,EUR,2010-10-06
10031,Sheraton,"Pakoszław",Krawczyk,1994-11-01,4,144,Nowak,"Humbert",1970-02-02,"M",ODDZ_FRA_008,Opiekun,Francja,Burgundia,CITY,4370.753194194745,PLN,2012-10-26
10032,Mercurial,"Kordelia",Kiepski,1949-07-13,4,71,Kiepski,"Niegosława",1988-10-05,"K",ODDZ_HIS_009,Przewodnik,Hiszpania,Madryt,CITY,2760.310175173221,PLN,2014-09-07
10068,Plaza,"Gallina",Krawczyk,1968-06-03,2,154,Kowalski,"Kajus",1977-09-07,"M",ODDZ_FRA_003,Opiekun,Francja,Owernia,CITY,4677.178566918816,EUR,2004-07-07
10063,Plaza,"Hermenegild",Kiepski,1979-09-08,1,124,Kowalski,"Euchariusz",1975-05-19,"M",ODDZ_FRA_008,Opiekun,Francja,Owernia,CITY,3487.190774105512,EUR,2016-04-30
10000,Sheraton,"Abdiasz",Jopek,2009-11-22,3,118,Nowak,"Irina",1988-01-20,"K",ODDZ_POL_001,Glowny opiekun,Polska,Pomorze,CITY,5090.782921969894,USD,2002-07-05
10021,Sheraton,"Pius",Jopek,1956-11-25,2,203,Kiepski,"Balcer",1974-04-17,"M",ODDZ_POL_006,Glowny opiekun,Polska,Pomorze,CITY,6374.877483533065,USD,2003-03-03
10095,Mercurial,"Arletta",Krawczyk,1976-08-28,3,203,Jopek,"Tolisława",1986-07-03,"K",ODDZ_POL_009,Przewodnik,Polska,Pomorze,CITY,6411.94719211642,USD,2016-05-30
10004,Sheraton,"Patrycja",Jopek,1952-02-04,3,216,Krawczyk,"Jowita",1974-07-06,"K",ODDZ_HIS_001,Opiekun,Hiszpania,Madryt,CITY,4096.847022783168,USD,2016-05-26
10083,Sheraton,"Dobrawa",Kiepski,1949-05-17,3,76,Jopek,"Miłosława",1988-08-09,"K",ODDZ_FRA_003,Opiekun,Francja,Owernia,CITY,4247.476206504194,PLN,2014-03-07
10076,Mercurial,"Lucyna",Nowak,1989-12-27,1,200,Krawczyk,"Sędziwoj",1972-10-18,"M",ODDZ_FRA_008,Opiekun,Francja,Owernia,CITY,4813.90983151791,USD,2011-08-08
10030,Plaza,"Placydia",Kiepski,1960-01-30,5,176,Krawczyk,"Baltazar",1981-10-22,"M",ODDZ_FRA_004,Przewodnik,Francja,Burgundia,CITY,5143.793426513708,PLN,2011-03-03
10070,Plaza,"Ludwina",Kiepski,1938-10-06,5,108,Kowalski,"Hipolita",1992-10-24,"K",ODDZ_POL_008,Glowny opiekun,Polska,Mazury,CITY,6381.655535743066,USD,2016-02-05
10090,Sheraton,"Uniedrog",Nowak,2015-08-26,4,225,Nowak,"Mikołaj",1976-07-16,"M",ODDZ_FRA_008,Glowny opiekun,Francja,Owernia,CITY,9942.813904855037,EUR,2016-11-18
10006,Plaza,"Abdiasz",Kiepski,1933-07-28,4,154,Jopek,"Bończa",1980-05-18,"K",ODDZ_POL_002,Glowny opiekun,Polska,Bieszczady,CITY,7538.789525977721,EUR,2015-05-20
10061,Plaza,"Renat",Jopek,1992-03-13,1,138,Kiepski,"Arleta",1993-06-05,"K",ODDZ_POL_005,Przewodnik,Polska,Bieszczady,CITY,8255.15652024689,PLN,2000-06-23
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Krawczyk,"Afanazy",1998-10-28,"M",ODDZ_HIS_004,Przewodnik,Hiszpania,Nawarra,CITY,4748.937227808323,PLN,2008-03-13
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Krawczyk,"Wilhelmina",1976-05-08,"K",ODDZ_FRA_004,Opiekun,Francja,Burgundia,CITY,6571.1128278382075,PLN,2017-07-21
10025,Sheraton,"Lewin",Krawczyk,1995-09-17,2,213,Jopek,"Szczęsny",1991-09-23,"M",ODDZ_FRA_009,Opiekun,Francja,Owernia,CITY,4761.202031618169,USD,2004-10-26
10071,Mercurial,"Donata",Kiepski,1943-11-23,3,37,Jopek,"Addar",1976-05-19,"M",ODDZ_FRA_004,Opiekun,Francja,Burgundia,CITY,9317.41286301937,USD,2014-03-17
10059,Mercurial,"Radociech",Kowalski,1967-05-21,4,82,Kowalski,"Krzywosąd",1986-06-07,"M",ODDZ_POL_001,Glowny opiekun,Polska,Pomorze,CITY,9031.135938600899,EUR,2011-03-19
10053,Plaza,"Axel",Nowak,1941-03-30,5,225,Nowak,"Ligia",1983-05-05,"K",ODDZ_FRA_001,Glowny opiekun,Francja,Owernia,CITY,9548.434396113498,USD,2016-06-14
10083,Sheraton,"Dobrawa",Kiepski,1949-05-17,3,76,Krawczyk,"WrÃ³cimir",1973-12-16,"M",ODDZ_FRA_009,Glowny opiekun,Francja,Owernia,CITY,4264.170711024984,PLN,2015-04-02
10040,Sheraton,"Przybysław",Krawczyk,1967-11-25,5,199,Krawczyk,"Marika",1993-01-14,"K",ODDZ_POL_008,Przewodnik,Polska,Tatry,CITY,5763.216878146747,PLN,2014-12-19
10028,Sheraton,"Ursyn",Kiepski,1969-06-25,3,224,Kowalski,"Ignacja",1973-09-12,"K",ODDZ_HIS_002,Glowny opiekun,Hiszpania,Barcelona,CITY,9030.262829584972,USD,2004-07-19
10002,Plaza,"Marita",Kowalski,1937-02-16,3,76,Kiepski,"Kwiryna",1983-09-11,"K",ODDZ_FRA_004,Przewodnik,Francja,Akwitania,CITY,8201.051551234494,USD,2011-05-11
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Kowalski,"Zbylut",1988-06-10,"M",ODDZ_HIS_003,Glowny opiekun,Hiszpania,Nawarra,CITY,2321.389616448267,USD,2014-06-15
10045,Plaza,"Augustyn",Nowak,1946-12-22,1,204,Krawczyk,"Teofila",1974-07-08,"K",ODDZ_POL_002,Opiekun,Polska,Mazury,CITY,2102.2705465900326,EUR,2017-03-14
10098,Sheraton,"Dagna",Nowak,1993-07-23,5,137,Kiepski,"Domamir",1995-08-02,"M",ODDZ_FRA_002,Glowny opiekun,Francja,Owernia,CITY,6080.745308274206,USD,2000-06-25
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Kiepski,"Potencjana",1993-05-14,"K",ODDZ_FRA_004,Glowny opiekun,Francja,Burgundia,CITY,4155.78582166382,EUR,2002-02-24
10084,Mercurial,"Trzebisław",Nowak,1953-12-15,1,77,Kiepski,"Siestrzewit",1990-01-02,"M",ODDZ_HIS_006,Opiekun,Hiszpania,Asturia,CITY,5609.159603907133,PLN,2012-01-26
10026,Mercurial,"Donat",Kiepski,1944-07-12,2,110,Kowalski,"Apollo",1994-01-13,"M",ODDZ_HIS_003,Opiekun,Hiszpania,Asturia,CITY,2539.594541589843,EUR,2011-11-08
10009,Plaza,"Wielisława",Nowak,1997-08-20,4,72,Krawczyk,"Marcjal",1976-09-12,"M",ODDZ_FRA_006,Glowny opiekun,Francja,Owernia,CITY,5665.907932467093,USD,2002-03-07
10075,Mercurial,"Ksaweryna",Nowak,1959-08-14,5,154,Nowak,"Erwina",1975-02-02,"K",ODDZ_POL_004,Opiekun,Polska,Mazury,CITY,2332.411144209851,PLN,2001-05-02
10067,Sheraton,"Samuel",Kowalski,1975-07-07,1,212,Kowalski,"Arletta",1982-11-05,"K",ODDZ_POL_008,Przewodnik,Polska,Mazury,CITY,9323.813193058748,PLN,2014-11-13
10091,Sheraton,"Abel",Krawczyk,1991-01-08,4,129,Nowak,"Arletta",1985-10-07,"K",ODDZ_POL_006,Glowny opiekun,Polska,Tatry,CITY,7696.466747433893,USD,2011-11-21
10011,Mercurial,"Wiesława",Krawczyk,2004-12-26,5,128,Kiepski,"Wespazjan",1976-11-07,"M",ODDZ_POL_008,Przewodnik,Polska,Tatry,CITY,1942.5741845217067,PLN,2015-04-16
10013,Mercurial,"Wirgiliusz",Kowalski,1979-03-26,1,228,Kowalski,"Stojsław",1992-07-25,"M",ODDZ_HIS_008,Przewodnik,Hiszpania,Murcja,CITY,5779.169241521296,EUR,2005-02-26
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Kowalski,"Ksenofont",1982-06-09,"M",ODDZ_HIS_006,Opiekun,Hiszpania,Nawarra,CITY,9651.270355161425,USD,2011-02-10
10056,Plaza,"Korneli",Kowalski,1995-09-13,5,156,Kiepski,"Szczepan",1970-01-12,"M",ODDZ_FRA_005,Opiekun,Francja,Akwitania,CITY,7638.401519023929,USD,2015-09-20
10093,Sheraton,"Efrem",Krawczyk,1955-02-08,4,208,Jopek,"Tęgomir",1990-05-02,"M",ODDZ_POL_001,Opiekun,Polska,Tatry,CITY,8043.107466078092,PLN,2011-09-28
10094,Plaza,"Jozue",Kowalski,1931-05-19,4,137,Nowak,"Arnolf",1976-02-14,"M",ODDZ_HIS_001,Opiekun,Hiszpania,Kantabria,CITY,3458.0074799159156,PLN,2001-05-09
10080,Plaza,"Irydion",Kowalski,1989-10-29,2,198,Kiepski,"Marek",1975-04-02,"M",ODDZ_HIS_005,Glowny opiekun,Hiszpania,Barcelona,CITY,4663.880677918639,PLN,2001-03-28
10062,Plaza,"Radomiła",Jopek,1966-03-09,5,79,Nowak,"Goliat",1997-05-12,"M",ODDZ_FRA_009,Glowny opiekun,Francja,Owernia,CITY,2192.0470889838457,USD,2000-10-15
10018,Mercurial,"Otniel",Kiepski,1938-05-28,1,35,Kowalski,"Teodozja",1996-09-08,"K",ODDZ_FRA_009,Przewodnik,Francja,Burgundia,CITY,5684.688401581063,EUR,2013-12-03
10075,Mercurial,"Ksaweryna",Nowak,1959-08-14,5,154,Kiepski,"Zbygniew",1970-11-26,"M",ODDZ_POL_003,Glowny opiekun,Polska,Mazury,CITY,7995.143198078357,PLN,2008-06-26
10079,Mercurial,"Paweł",Jopek,1981-10-02,1,176,Kowalski,"Makary",1996-05-04,"M",ODDZ_HIS_008,Opiekun,Hiszpania,Nawarra,CITY,7814.494446211139,PLN,2004-05-20
10042,Mercurial,"Jarogniew",Kowalski,1930-04-14,5,155,Jopek,"Dobrowiest",1974-05-18,"M",ODDZ_POL_003,Przewodnik,Polska,Mazury,CITY,9064.633736268956,USD,2011-05-17
10049,Sheraton,"Aureliusz",Jopek,1947-01-13,3,163,Jopek,"Tomira",1988-10-26,"K",ODDZ_POL_004,Przewodnik,Polska,Mazury,CITY,8666.098657588504,USD,2009-05-01
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Jopek,"Ulryk",1975-12-05,"M",ODDZ_HIS_006,Przewodnik,Hiszpania,Nawarra,CITY,6111.890230101443,EUR,2005-10-15
10089,Sheraton,"Ingrid",Krawczyk,1953-06-24,1,97,Jopek,"Torpet",1992-05-22,"M",ODDZ_POL_002,Glowny opiekun,Polska,Pomorze,CITY,1860.6876903219552,USD,2008-04-01
10083,Sheraton,"Dobrawa",Kiepski,1949-05-17,3,76,Nowak,"Bernard",1979-05-18,"M",ODDZ_FRA_006,Przewodnik,Francja,Owernia,CITY,1813.2398648790809,EUR,2003-09-13
10058,Plaza,"Dobrowiest",Jopek,1948-07-19,1,183,Jopek,"Machabeusz",1978-01-10,"M",ODDZ_FRA_004,Przewodnik,Francja,Burgundia,CITY,9774.521004587372,EUR,2005-02-06
10084,Mercurial,"Trzebisław",Nowak,1953-12-15,1,77,Kowalski,"Eugenia",1984-05-05,"K",ODDZ_HIS_007,Przewodnik,Hiszpania,Asturia,CITY,7810.686190083849,USD,2005-03-03
10009,Plaza,"Wielisława",Nowak,1997-08-20,4,72,Kowalski,"Liza",1970-08-11,"K",ODDZ_FRA_004,Przewodnik,Francja,Owernia,CITY,1785.6426737977379,USD,2000-02-08
10042,Mercurial,"Jarogniew",Kowalski,1930-04-14,5,155,Nowak,"Sędziwoj",1998-03-12,"M",ODDZ_POL_005,Glowny opiekun,Polska,Mazury,CITY,6570.4543379180595,EUR,2008-05-17
10085,Sheraton,"Małgorzata",Jopek,1970-02-16,4,113,Kiepski,"Torpet",1987-01-05,"M",ODDZ_HIS_007,Glowny opiekun,Hiszpania,Madryt,CITY,7107.165256807338,EUR,2012-09-23
10055,Plaza,"Grzymisław",Jopek,1991-05-12,4,72,Krawczyk,"Roberta",1986-08-25,"K",ODDZ_FRA_007,Glowny opiekun,Francja,Burgundia,CITY,5277.69029503709,PLN,2013-01-01
10089,Sheraton,"Ingrid",Krawczyk,1953-06-24,1,97,Kiepski,"Radomysł",1983-12-22,"M",ODDZ_POL_007,Przewodnik,Polska,Pomorze,CITY,8024.297635570733,EUR,2013-06-16
10099,Sheraton,"Bożywoj",Jopek,1967-08-25,2,186,Kowalski,"Sylwiusz",1979-03-08,"M",ODDZ_FRA_002,Opiekun,Francja,Owernia,CITY,3039.508406154513,PLN,2001-02-03
10032,Mercurial,"Kordelia",Kiepski,1949-07-13,4,71,Jopek,"Lech",1978-08-01,"M",ODDZ_HIS_004,Glowny opiekun,Hiszpania,Madryt,CITY,8561.690950964088,PLN,2004-06-14
10054,Plaza,"Waleria",Krawczyk,1994-04-21,2,194,Jopek,"Odila",1998-01-17,"K",ODDZ_HIS_009,Glowny opiekun,Hiszpania,Kantabria,CITY,8838.369313616522,EUR,2014-09-17
10089,Sheraton,"Ingrid",Krawczyk,1953-06-24,1,97,Nowak,"Beatrycze",1992-03-15,"K",ODDZ_POL_002,Glowny opiekun,Polska,Pomorze,CITY,5366.641710018585,PLN,2005-01-01
10070,Plaza,"Ludwina",Kiepski,1938-10-06,5,108,Kiepski,"Stronisława",1983-11-17,"K",ODDZ_POL_008,Glowny opiekun,Polska,Mazury,CITY,8046.902290607287,PLN,2007-05-25
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Kowalski,"Prakseda",1985-08-25,"K",ODDZ_HIS_006,Glowny opiekun,Hiszpania,Nawarra,CITY,9891.797136252128,PLN,2011-02-20
10041,Mercurial,"Hermenia",Kowalski,1989-12-22,5,104,Krawczyk,"Niemira",1996-06-02,"K",ODDZ_POL_004,Przewodnik,Polska,Pomorze,CITY,8188.153742009213,USD,2012-07-16
10004,Sheraton,"Patrycja",Jopek,1952-02-04,3,216,Kiepski,"Saul",1992-02-11,"M",ODDZ_HIS_005,Glowny opiekun,Hiszpania,Madryt,CITY,1907.604785834253,EUR,2013-01-24
10048,Mercurial,"Zefiryna",Kowalski,1985-01-29,4,78,Nowak,"Aga",1994-01-06,"K",ODDZ_FRA_001,Przewodnik,Francja,Burgundia,CITY,7497.018373512297,USD,2001-01-12
10007,Sheraton,"Zenobiusz",Jopek,1954-09-13,4,81,Krawczyk,"Igor",1977-07-06,"M",ODDZ_HIS_009,Przewodnik,Hiszpania,Nawarra,CITY,8085.706503934236,USD,2015-04-25
10055,Plaza,"Grzymisław",Jopek,1991-05-12,4,72,Kowalski,"Tymoteusz",1980-07-03,"M",ODDZ_FRA_007,Glowny opiekun,Francja,Burgundia,CITY,4428.78619433695,PLN,2004-07-04
10012,Mercurial,"Sandra",Nowak,1945-10-21,5,64,Kiepski,"Fides",1982-11-13,"M",ODDZ_FRA_006,Glowny opiekun,Francja,Akwitania,CITY,7753.834457704646,USD,2017-03-25
10038,Plaza,"Gustawa",Kowalski,1937-06-08,2,54,Jopek,"Fryderyk",1980-11-27,"M",ODDZ_HIS_001,Opiekun,Hiszpania,Kantabria,CITY,1639.7922896639586,USD,2001-03-24
10066,Sheraton,"Kazimiera",Kowalski,1974-10-16,1,152,Krawczyk,"Humbert",1976-02-17,"M",ODDZ_FRA_009,Glowny opiekun,Francja,Owernia,CITY,3064.7200905147592,PLN,2008-09-02
10048,Mercurial,"Zefiryna",Kowalski,1985-01-29,4,78,Jopek,"Benignus",1977-03-18,"M",ODDZ_FRA_001,Przewodnik,Francja,Burgundia,CITY,9763.786156303075,USD,2004-10-27
10076,Mercurial,"Lucyna",Nowak,1989-12-27,1,200,Krawczyk,"Bratumiła",1981-07-29,"K",ODDZ_FRA_004,Opiekun,Francja,Owernia,CITY,3395.7694552388884,EUR,2007-11-05
10046,Sheraton,"Wiaczesław",Nowak,2003-08-31,2,84,Kowalski,"Sławosz",1994-09-06,"M",ODDZ_POL_005,Opiekun,Polska,Tatry,CITY,5542.076414756279,USD,2007-01-09
10031,Sheraton,"Pakoszław",Krawczyk,1994-11-01,4,144,Nowak,"Donald",1972-09-28,"M",ODDZ_FRA_003,Opiekun,Francja,Burgundia,CITY,2290.6801545257485,USD,2010-09-19
10098,Sheraton,"Dagna",Nowak,1993-07-23,5,137,Jopek,"Marina",1982-03-07,"K",ODDZ_FRA_001,Przewodnik,Francja,Owernia,CITY,6105.5431939028185,EUR,2016-06-27
10035,Sheraton,"Albert",Nowak,2014-04-13,4,216,Krawczyk,"Idalia",1994-12-03,"K",ODDZ_POL_003,Opiekun,Polska,Tatry,CITY,4229.7547655628,PLN,2015-04-30
10034,Mercurial,"Sewer",Kowalski,1941-11-27,4,193,Nowak,"Sądosław",1986-06-17,"M",ODDZ_POL_001,Przewodnik,Polska,Mazury,CITY,5502.234346751358,PLN,2000-05-12
10024,Sheraton,"Dobrogost",Nowak,1988-10-25,5,152,Nowak,"Michał",1998-01-18,"M",ODDZ_HIS_003,Glowny opiekun,Hiszpania,Nawarra,CITY,4826.655358592057,USD,2000-06-24
10077,Sheraton,"Bazylis",Kiepski,1968-12-24,3,78,Jopek,"Barbara",1975-01-23,"K",ODDZ_POL_008,Przewodnik,Polska,Tatry,CITY,3911.8400502822124,USD,2000-03-06
10012,Mercurial,"Sandra",Nowak,1945-10-21,5,64,Kowalski,"Alojzy",1991-04-05,"M",ODDZ_FRA_001,Opiekun,Francja,Akwitania,CITY,6628.595278960894,EUR,2009-12-03
10078,Plaza,"Waleriana",Kiepski,1986-05-16,1,81,Krawczyk,"Radomiła",1975-10-13,"K",ODDZ_POL_007,Opiekun,Polska,Bieszczady,CITY,6754.825257167649,USD,2001-08-30
10000,Sheraton,"Abdiasz",Jopek,2009-11-22,3,118,Jopek,"Oriana",1974-05-01,"K",ODDZ_POL_004,Glowny opiekun,Polska,Pomorze,CITY,9547.14677943419,USD,2016-11-24
10081,Mercurial,"Trzebowit",Kiepski,1988-08-25,2,36,Krawczyk,"Budzisława",1995-04-02,"K",ODDZ_HIS_009,Opiekun,Hiszpania,Kantabria,CITY,9119.847509259285,USD,2003-08-08
10025,Sheraton,"Lewin",Krawczyk,1995-09-17,2,213,Jopek,"Mamert",1974-10-13,"M",ODDZ_FRA_004,Opiekun,Francja,Owernia,CITY,9122.663038493862,USD,2001-01-19
10059,Mercurial,"Radociech",Kowalski,1967-05-21,4,82,Kiepski,"Wszebor",1995-08-09,"M",ODDZ_POL_008,Glowny opiekun,Polska,Pomorze,CITY,6606.275985183099,USD,2003-05-18
10003,Mercurial,"Ruprecht",Krawczyk,1970-01-13,5,175,Kiepski,"Roman",1974-02-16,"M",ODDZ_POL_001,Glowny opiekun,Polska,Tatry,CITY,9287.017254597959,USD,2017-02-09
10017,Mercurial,"Angel",Jopek,1980-04-01,4,132,Kiepski,"Flawia",1982-06-24,"K",ODDZ_FRA_006,Przewodnik,Francja,Akwitania,CITY,5342.899225379818,USD,2014-11-24
10097,Plaza,"Julita",Kiepski,1954-11-08,5,218,Kowalski,"Salwator",1989-12-31,"M",ODDZ_POL_005,Przewodnik,Polska,Pomorze,CITY,4752.776644560493,PLN,2002-08-04
